,Code,Description
1801,11877,"Gondar, Ethiopia: Gonder Atse Tewodros"
1802,11878,"Grand Turk, Turks and Caicos Islands: JAGS McCartney International"
1803,11879,"Glendive, MT: Dawson Community"
1804,11880,"Gladwin, MI: Gladwin Zettel Memorial"
1805,11881,"Magadan, Russia: Magadan Airport"
1806,11882,"Noumea, New Caledonia: Noumea Magenta"
1807,11883,"Georgetown, DE: Delaware Coastal"
1808,11884,"Spokane, WA: Spokane International"
1809,11885,"Ganes Creek, AK: Ganes Creek Airport"
1810,11886,"Santo Angelo, Brazil: Santo Angelo Airport"
1811,11887,"Oslo, Norway: Gardermoen"
1812,11888,"Georgetown, Guyana: Cheddi Jagan International"
1813,11889,"Nueva Gerona, Cuba: Rafael Cabrera"
1814,11890,"General Santos, Philippines: General Santos Airport"
1815,11891,"Geraldton, Australia: Geraldton Airport"
1816,11892,"Gallivare, Sweden: Gallivare Airport"
1817,11893,"Greybull, WY: South Big Horn County"
1818,11894,"Shelbyville, IN: Shelbyville Municipal"
1819,11895,"Great Falls, MT: Malmstrom AFB Heliport"
1820,11896,"Togiak Fish, AK: Togiak Fish Airport"
1821,11897,"Griffith, Australia: Griffith Airport"
1822,11898,"Grand Forks, ND: Grand Forks International"
1823,11899,"Glens Falls, NY: Floyd Bennett Memorial"
1824,11900,"Grafton, Australia: Grafton Airport"
1825,11901,"Bartica, Guyana: Bartica Airport"
1826,11902,"Granville, France: Granville Mont Saint Michel"
1827,11903,"Grootfontein, Namibia: Grootfontein Airport"
1828,11904,"Georgetown, SC: Georgetown County"
1829,11905,"Longview, TX: East Texas Regional"
1830,11906,"Gagnoa, Cote d'Ivoire: Gagnoa Airport"
1831,11907,"Moss Town, The Bahamas: Exuma International"
1832,11908,"Glasgow, MT: Wokal Field/Glasgow International"
1833,11909,"Ghardaia, Algeria: Noumerat Moufdi Zakaria"
1834,11910,"Governors Harbour, The Bahamas: Governors Harbour Airport"
1835,11911,"Great Harbour Cay, The Bahamas: Great Harbour Cay Airport"
1836,11912,"Ghat, Libya: Ghat Airport"
1837,11913,"Gualeguaychu, Argentina: Gualeguaychu Airport"
1838,11914,"Gibraltar, Gibraltar: Gibraltar Airport"
1839,11915,"Rio de Janeiro, Brazil: Galeao Antonio Carlos Jobim International"
1840,11916,"Gilgit, Pakistan: Gilgit Airport"
1841,11917,"Gisborne, New Zealand: Gisborne Airport"
1842,11918,"Gizan, Saudi Arabia: Gizan Saudia Arabia"
1843,11919,"Guanaja Island, Honduras: Guanaja"
1844,11920,"Guajara-Mirim, Brazil: Guajara Mirim"
1845,11921,"Grand Junction, CO: Grand Junction Regional"
1846,11922,"Goroka, Papua New Guinea: Goroka Airport"
1847,11923,"Great Keppel Island, Australia: Bonnie Doon"
1848,11924,"Gulkana, AK: Gulkana Airport"
1849,11926,"Station Nord, Greenland: Station Nord Airport"
1850,11927,"Hyde Fjord, Greenland: Hyde Fjord Ice Strip"
1851,11928,"Glasgow, United Kingdom: Glasgow Airport"
1852,11929,"Goodland, KS: Renner Field"
1853,11930,"Golfito, Costa Rica: Golfito Airport"
1854,11931,"Greenville, MS: Greenville Mid Delta"
1855,11932,"Glen Innes, Australia: Glen Innes Airport"
1856,11933,"Galcaio, Somalia: Galcaio Airport"
1857,11934,"Glenormiston, Australia: Glenormiston Airport"
1858,11935,"Goulimime, Morocco: Goulimime Airport"
1859,11936,"Gloucester/Cheltenham, United Kingdom: Gloucestershire"
1860,11937,"Glennallen, AK: Glennallen Airport"
1861,11938,"Gaylord, MI: Gaylord Regional"
1862,11939,"Galveston, TX: Scholes International at Galveston"
1863,11940,"Gladstone, Australia: Gladstone Airport"
1864,11941,"Golovin, AK: Golovin Airport"
1865,11942,"Glasgow, KY: Glasgow Municipal"
1866,11943,"Gemena, Congo (Kinshasa): Gemena Airport"
1867,11944,"Guerima, Colombia: Guerima Airport"
1868,11945,"Seoul, South Korea: Gimpo International"
1869,11946,"Granite Mountain, AK: Granite Mountain AS"
1870,11947,"Greenville, SC: Greenville Downtown"
1871,11948,"Hrodna, Belarus: Hrodna Airport"
1872,11949,"Grenoble, France: Grenoble Isere"
1873,11950,"Grenada, Grenada: Maurice Bishop International"
1874,11951,"General Roca, Argentina: General Roca Airport"
1875,11952,"Goodnews Bay, AK: Goodnews"
1876,11953,"Gainesville, FL: Gainesville Regional"
1877,11954,"Genoa, Italy: Genova/Sestri"
1878,11955,"Goba, Ethiopia: Goba Airport"
1879,11956,"Nuuk, Greenland: Nuuk Airport"
1880,11957,"Goa, India: Goa Airport"
1881,11958,"Nizhniy Novgorod, Russia: Nizhny Novgorod"
1882,11959,"Gold Beach, OR: Gold Beach Municipal"
1883,11960,"Goma, Congo (Kinshasa): Goma Airport"
1884,11961,"New London/Groton, CT: Groton-New London"
1885,11962,"Goondiwindi, Australia: Goondiwindi Airport"
1886,11963,"Gorakhpur, India: Gorakhpur Airport"
1887,11964,"Gore, Ethiopia: Gore Airport"
1888,11965,"Gosford, Australia: Gosford Airport"
1889,11966,"Gothenburg, Sweden: Landvetter"
1890,11967,"Garoua, Cameroon: Garoua Airport"
1891,11968,"Gove, Australia: Gove Airport"
1892,11969,"Gorna Oryahovitsa, Bulgaria: Gorna Oryahovitsa Airport"
1893,11970,"Guapi, Colombia: Guapi Airport"
1894,11971,"Grand Prairie, TX: Grand Prairie Municipal"
1895,11972,"Galapagos Islands, Ecuador: Baltra"
1896,11973,"Gulfport/Biloxi, MS: Gulfport-Biloxi International"
1897,11974,"Grand Rapids, MN: Grand Rapids/Itasca County-Gordon Newstrom Field"
1898,11975,"Galion, OH: Horning"
1899,11976,"Gamarra, Colombia: Germania"
1900,11977,"Green Bay, WI: Green Bay Austin Straubel International"
1901,11978,"Greenwood, SC: Greenwood County"
1902,11979,"Tacoma, WA: Gray AAF"
1903,11980,"Grand Island, NE: Central Nebraska Regional"
1904,11981,"George, South Africa: George Airport"
1905,11982,"Killeen, TX: Robert Gray AAF"
1906,11983,"Gerona, Spain: Gerona Costa Brava"
1907,11984,"Gurupi, Brazil: Gurupi Airport"
1908,11985,"Groningen, Netherlands: Eelde"
1909,11986,"Grand Rapids, MI: Gerald R. Ford International"
1910,11987,"Grosseto, Italy: Grosseto Airport"
1911,11988,"Sao Paulo, Brazil: Guarulhos Gov Andre Franco Montoro"
1912,11989,"Graciosa Island, Portugal: Graciosa Island Airport"
1913,11990,"Granada, Spain: Granada Airport"
1914,11991,"Graz, Austria: Graz International"
1915,11992,"Goldsboro, NC: Seymour Johnson AFB"
1916,11993,"Gothenburg, Sweden: Gothenburg City"
1917,11994,"Goshen, IN: Goshen Municipal"
1918,11995,"Greensboro/High Point, NC: Piedmont Triad International"
1919,11996,"Greer, SC: Greenville-Spartanburg International"
1920,11997,"Gustavus, AK: Gustavus Airport"
1921,11999,"Dallas/Fort Worth, TX: Greater Southwest International"
1922,12000,"San Jose, Guatemala: San Jose Airport"
1923,12001,"Genting, Malaysia: Genting Airport"
1924,12002,"Groote Island, Australia: Groote Eylandt"
1925,12003,"Great Falls, MT: Great Falls International"
1926,12004,"Sungei Tekai, Malaysia: Sungei Tekai Airport"
1927,12005,"Mount Cook, New Zealand: Glentanner"
1928,12006,"Gorontalo, Indonesia: Djalaluddin"
1929,12007,"Columbus, MS: Golden Triangle Regional"
1930,12008,"Georgetown, TX: Georgetown Municipal"
1931,12009,"Zlin, Czech Republic: Holesov"
1932,12010,"Guatemala City, Guatemala: La Aurora International"
1933,12011,"Guerrero Negro, Mexico: Guerrero Negro Airport"
1934,12012,"Gunnison, CO: Gunnison-Crested Butte Regional"
1935,12013,"Goundam, Mali: Goundam Airport"
1936,12014,"Gunnedah, Australia: Gunnedah Airport"
1937,12015,"Guiria, Venezuela: Almirante Cristobal Colon"
1938,12016,"Guam, TT: Guam International"
1939,12017,"Gualaco, Honduras: Jicalapa"
1940,12018,"Gallup, NM: Gallup Municipal"
1941,12019,"Guanare, Venezuela: Guanare Airport"
1942,12020,"Alotau, Papua New Guinea: Gurney"
1943,12021,"Peru, IN: Grissom ARB"
1944,12022,"Gutersloh, Germany: Gutersloh Airport"
1945,12023,"Atyrau, Kazakhstan: Atyrau Airport"
1946,12024,"Guymon, OK: Guymon Municipal"
1947,12025,"Guiratinga, Brazil: Guiratinga Airport"
1948,12026,"Geneva, Switzerland: Geneva Cointrin"
1949,12027,"Gordonville, VA: Gordonsville Municipal"
1950,12028,"Gainesville, GA: Lee Gilmer Memorial"
1951,12029,"Batavia, NY: Genesee County"
1952,12030,"Governador Valadares, Brazil: Governador Valadares Airport"
1953,12031,"Greenville, TX: Majors"
1954,12032,"Grandview, MO: Richards/Gebaur AFB"
1955,12033,"Gavle, Sweden: Gavle Airport"
1956,12034,"Gwadar, Pakistan: Gwadar International"
1957,12035,"Gweru, Zimbabwe: Gweru Thornhill"
1958,12038,"Gwalior, India: Gwalior Airport"
1959,12039,"Greenwood, MS: Greenwood/Leflore"
1960,12040,"Gwinner, ND: Gwinner-Roger Melroe Field"
1961,12041,"Glenwood Springs, CO: Glenwood Springs Municipal"
1962,12042,"Westerland-Sylt, Germany: Sylt"
1963,12044,"Galway, Ireland: Carnmore"
1964,12045,"Sayun, Yemen: Sayun International"
1965,12046,"Mildenhall, United Kingdom: Mildenhall NAF"
1966,12047,"Coyhaique, Chile: Teniente Vidal"
1967,12048,"Yagoua, Cameroon: Yagoua Ville"
1968,12049,"Guayaramerin, Bolivia: Guayaramerin Airport"
1969,12050,"Baku, Azerbaijan: Baku Metropolitan Area"
1970,12051,"Guayaquil, Ecuador: Jose Joaquin de Olmedo International"
1971,12052,"Guaymas, Mexico: General Jose Maria Yanez International"
1972,12053,"Goiania, Brazil: Santa Genoveva"
1973,12054,"Goodyear, AZ: Phoenix Goodyear"
1974,12055,"Gary, IN: Gary/Chicago International"
1975,12056,"Gizo, Solomon Islands: Gizo Airport"
1976,12057,"Gaziantep, Turkey: Gaziantep Airport"
1977,12058,"Hamilton, AL: Marion County"
1978,12059,"Hachijo Jima Island, Japan: Hachijo Jima Island Airport"
1979,12060,"Halmstad, Sweden: Halmstad Airport"
1980,12061,"Havasupai, AZ: Havasupai Airport"
1981,12062,"Half Moon Bay, CA: Half Moon Bay Airport"
1982,12063,"Moroni, Comoros: Prince Said Ibrahim"
1983,12064,"Hannover, Germany: Hannover Airport"
1984,12065,"Haikou, China: Meilan"
1985,12066,"Hamburg, Germany: Hamburg Airport"
1986,12067,"Hanoi, Vietnam: Noibai International"
1987,12068,"Hamilton, OH: Butler County Regional Hogan Field"
1988,12069,"Long Island, Australia: Long Island Airport"
1989,12070,"Harrisburg, PA: Capital City"
1990,12071,"Hail, Saudi Arabia: Hail Airport"
1991,12072,"Haugesund, Norway: Karmoy"
1992,12073,"Havana, Cuba: Jose Marti International"
1993,12074,"Haycock, AK: Haycock Airport"
1994,12075,"Hobart, Australia: Hobart Airport"
1995,12076,"Hanus Bay, AK: Hanus Bay Airport"
1996,12077,"Alexandria, Egypt: Borg El Arab"
1997,12078,"Hattiesburg, MS: Hattiesburg Bobby L. Chain Municipal"
1998,12079,"Hobart Bay, AK: Hobart Bay Airport"
1999,12080,"Harbour Island, The Bahamas: Harbour Island Airport"
2000,12081,"Babelegi, South Africa: Babelegi Heliport"
2001,12082,"Hafr Al Batin, Saudi Arabia: Al Batin"
2002,12083,"Hebbronville, TX: Jim Hogg County"
2003,12084,"Hood Bay, AK: Hood Bay Airport"
2004,12085,"Big Spring, TX: Howard County"
2005,12086,"Shoal Cove, AK: Shoal Cove Airport"
2006,12087,"Holy Cross, AK: Holy Cross Airport"
2007,12088,"Hidden Falls, AK: Hidden Falls Airport"
2008,12089,"Heidelberg, Germany: Heidelberg AHP"
2009,12090,"Hyderabad, Pakistan: Hyderabad Airport"
2010,12091,"Heringsdorf, Germany: Heringsdorf Airport"
2011,12092,"Mokuleia, HI: Dillingham"
2012,12093,"Hamadan, Iran: Hamadan Airport"
2013,12094,"Hayden, CO: Yampa Valley"
2014,12095,"Hoedspruit, South Africa: Hoedspruit Airport"
2015,12096,"Hat Yai, Thailand: Hat Yai International"
2016,12097,"Herat, Afghanistan: Herat Airport"
2017,12098,"Herendeen, AK: Herendeen Bay"
2018,12099,"Heho, Burma: Heho Airport"
2019,12100,"Heide/Busum, Germany: Heide Buesum"
2020,12101,"Helsinki, Finland: Helsinki Vantaa"
2021,12102,"Heraklion, Greece: Nikos Kazantzakis"
2022,12103,"Hermiston, OR: Hermiston Municipal"
2023,12104,"Hohhot, China: Baita"
2024,12105,"Santo Domingo, Dominican Republic: Herrera International"
2025,12106,"Natchez, MS: Hardy-Anders Field Natchez-Adams County"
2026,12107,"Haifa, Israel: Haifa Airport"
2027,12108,"Hartford, CT: Hartford Brainard"
2028,12109,"Hefei, China: Luogang"
2029,12110,"Hoffman, NC: Mackall AAF"
2030,12111,"Hofn, Iceland: Hornafjordur"
2031,12112,"Hammerfest, Norway: Hammerfest Airport"
2032,12113,"Hargeisa, Somalia: Egal International"
2033,12114,"Hughenden, Australia: Hughenden Airport"
2034,12115,"Hangzhou, China: Xiaoshan"
2035,12116,"Dune, Germany: Helgoland Duene"
2036,12117,"Mae Hong Son, Thailand: Mae Hong Son Airport"
2037,12118,"Korhogo, Cote d'Ivoire: Korhogo Airport"
2038,12119,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field"
2039,12120,"Freetown, Sierra Leone: Hastings"
2040,12121,"Mount Hagen, Papua New Guinea: Mount Hagen Airport"
2041,12122,"Hogatza, AK: Hogatza Airport"
2042,12123,"Hachinohe, Japan: Hachinohe Airport"
2043,12124,"Hilton Head, SC: Hilton Head Airport"
2044,12125,"Hahn, Germany: Frankfurt Hahn"
2045,12126,"Hong Kong, Hong Kong: Kai Tak Heliport"
2046,12127,"Hawthorne, CA: Jack Northrop Field/Hawthorne Municipal"
2047,12128,"Hiawatha, KS: Hiawatha Municipal"
2048,12129,"Hibbing, MN: Range Regional"
2049,12130,"Whitefield, NH: Mount Washington Regional"
2050,12131,"Ogden, UT: Hill AFB"
2051,12132,"Lake Havasu City, AZ: Lake Havasu City Airport"
2052,12133,"Hiroshima, Japan: Hiroshima Airport"
2053,12134,"Honolulu, HI: Daniel K Inouye International"
2054,12135,"Jinju, South Korea: Sacheon AB"
2055,12136,"Hillsboro, OR: Portland Hillsboro"
2056,12137,"Honiara, Solomon Islands: Honiara International"
2057,12138,"Hayman Island, Australia: Hayman Island Airport"
2058,12139,"Khajuraho, India: Khajuraho Airport"
2059,12140,"Blytheville, AR: Blytheville Municipal"
2060,12141,"Healy, AK: Healy River"
2061,12142,"Hakodate, Japan: Hakodate Airport"
2062,12143,"Hong Kong, Hong Kong: Hong Kong International"
2063,12144,"Hokitika, New Zealand: Hokitika Airport"
2064,12145,"Hoskins, Papua New Guinea: Hoskins Airport"
2065,12146,"Kaanapali, HI: Kaanapali Airport"
2066,12147,"Jackson, MS: Hawkins Field"
2067,12148,"Phuket, Thailand: Phuket International"
2068,12149,"Hickory, NC: Hickory Regional"
2069,12150,"Lanseria, South Africa: Lanseria International"
2070,12151,"Hailar, China: Hailar Airport"
2071,12152,"Hultsfred, Sweden: Hultsfred Airport"
2072,12153,"Wheeling, WV: Wheeling Ohio County"
2073,12154,"Hollister, CA: Hollister Municipal"
2074,12155,"Holland, MI: Park Township"
2075,12156,"Helena, MT: Helena Regional"
2076,12157,"Holbrook, AZ: Holbrook Municipal"
2077,12158,"Jakarta, Indonesia: Halim Perdanakusuma International"
2078,12159,"Hamilton, Australia: Hamilton Airport"
2079,12160,"Hamilton, New Zealand: Hamilton Airport"
2080,12162,"Hassi Messaoud, Algeria: Krim Belkacem"
2081,12163,"Alamogordo, NM: Holloman AFB"
2082,12164,"Hermosillo, Mexico: General Ignacio P. Garcia International"
2083,12165,"Homeshore, AK: Homeshore Airport"
2084,12166,"Hemet, CA: Hemet-Ryan"
2085,12167,"Hanamaki, Japan: Hanamaki Airport"
2086,12168,"Hatteras, NC: Billy Mitchell"
2087,12169,"Tokyo, Japan: Tokyo International"
2088,12170,"Hienghene, New Caledonia: Hienghene/Henri Martinet"
2089,12171,"Hoonah, AK: Hoonah Airport"
2090,12173,"Honolulu, HI: Daniel K Inouye International"
2091,12174,"Hana, HI: Hana Airport"
2092,12175,"Haines, AK: Haines Airport"
2093,12177,"Hobbs, NM: Lea County Regional"
2094,12178,"Hodeidah, Yemen: Hodeidah International"
2095,12179,"Hofuf, Saudi Arabia: Al Ahsa"
2096,12180,"Holguin, Cuba: Frank Pais International"
2097,12181,"Hao Island, French Polynesia: Hao"
2098,12182,"Hooker Creek, Australia: Hooker Creek Airport"
2099,12183,"Holikachuk, AK: Holikachuk Airport"
2100,12184,"Homer, AK: Homer Airport"
2101,12185,"Huron, SD: Huron Regional"
2102,12187,"Hopkinsville, KY: Campbell AAF"
2103,12188,"Hof, Germany: Hof Plauen"
2104,12189,"Horta, Portugal: Horta Airport"
2105,12190,"Hot Springs, AR: Memorial Field"
2106,12191,"Houston, TX: William P Hobby"
2107,12192,"Orsta/Volda, Norway: Hovden"
2108,12193,"Balboa, Panama: Panama Pacifico International"
2109,12194,"Lifuka, Tonga: Salote Pilolevu"
2110,12195,"Hooper Bay, AK: Hooper Bay Airport"
2111,12196,"Hai Phong, Vietnam: Catbi International"
2112,12197,"White Plains, NY: Westchester County"
2113,12198,"Hampton, IA: Hampton Municipal"
2114,12199,"Hanalei, HI: Princeville"
2115,12200,"Hoquiam, WA: Bowerman"
2116,12201,"Harbin, China: Taiping"
2117,12203,"Harare, Zimbabwe: Harare International"
2118,12204,"Hurghada, Egypt: Hurghada International"
2119,12205,"Kharkov, Ukraine: Kharkov Airport"
2120,12206,"Harlingen/San Benito, TX: Valley International"
2121,12207,"Harrison, AR: Boone County"
2122,12209,"Harrogate, United Kingdom: Linton-On-Ouse"
2123,12210,"Shaoguan, China: Shaoguan Airport"
2124,12211,"Las Vegas, NV: Henderson Executive"
2125,12212,"Hastings, NE: Hastings Municipal"
2126,12213,"Huesca, Spain: Huesca Airport"
2127,12214,"Huslia, AK: Huslia Airport"
2128,12215,"Hot Springs, VA: Ingalls Field"
2129,12216,"Homestead, FL: Homestead ARB"
2130,12217,"Huntsville, AL: Huntsville International-Carl T Jones Field"
2131,12218,"Chita, Russia: Kadala"
2132,12219,"Hatfield, United Kingdom: Hatfield Airport"
2133,12220,"Hawthorne, NV: Hawthorne Industrial"
2134,12221,"Hamilton Island, Australia: Hamilton Island Airport"
2135,12222,"East Hampton, NY: East Hampton Airport"
2136,12223,"Ashland, WV: Tri-State/Milton J. Ferguson Field"
2137,12224,"Hato Corozal, Colombia: Hato Corozal Airport"
2138,12225,"Huntsville, AL: Redstone AAF"
2139,12226,"Humacao, PR: Dr Hermenegildo Ortiz Quinones"
2140,12227,"Humera, Ethiopia: Humera Airport"
2141,12228,"Terre Haute, IN: Terre Haute International-Hulman Field"
2142,12229,"Huehuetenango, Guatemala: Huehuetenango Airport"
2143,12230,"Huahine, French Polynesia: Huahine Fare"
2144,12231,"Hue, Vietnam: Phubai International"
2145,12232,"Houlton, ME: Houlton International"
2146,12233,"Houma, LA: Houma Terrebonne"
2147,12234,"Hualien, Taiwan: Hualien Airport"
2148,12235,"Hughes, AK: Hughes Airport"
2149,12236,"Hutchinson, KS: Hutchinson Regional"
2150,12237,"Huanuco, Peru: Alferez FAP David Figueroa Fernandini"
2151,12238,"Hudiksvall, Sweden: Hudiksvall Airport"
2152,12239,"Santa Cruz/Huatulco, Mexico: Bahias de Huatulco International"
2153,12240,"Humberside, United Kingdom: Humberside Airport"
2154,12241,"Analalava, Madagascar: Analalava Airport"
2155,12242,"Hervey Bay, Australia: Hervey Bay Airport"
2156,12243,"Hopkinsville, KY: Hopkinsville-Christian County"
2157,12244,"New Haven, CT: Tweed New Haven"
2158,12245,"Havre, MT: Havre City-County"
2159,12246,"Hartsville, SC: Hartsville Regional"
2160,12247,"Hayward, CA: Hayward Executive"
2161,12248,"Hawk Inlet, AK: Hawk Inlet Airport"
2162,12250,"Hyannis, MA: Barnstable Municipal-Boardman/Polando Field"
2163,12251,"Hyderabad, India: Hyderabad Airport"
2164,12252,"Hydaburg, AK: Hydaburg Seaplane Base"
2165,12253,"Hollis, AK: Hollis Seaplane Base"
2166,12254,"Hayward, WI: Sawyer County"
2167,12255,"Hays, KS: Hays Regional"
2168,12257,"Liping City, China: Liping"
2169,12258,"Husavik, Iceland: Husavik Airport"
2170,12259,"Hazleton, PA: Hazleton Regional"
2171,12260,"Shenandoah, IA: Shenandoah Municipal"
2172,12261,"Webster City, IA: Webster City Municipal"
2173,12262,"Red Oak, IA: Red Oak Municipal"
2174,12263,"Wichita, KS: McConnell AFB"
2175,12264,"Washington, DC: Washington Dulles International"
2176,12265,"Niagara Falls, NY: Niagara Falls International"
2177,12266,"Houston, TX: George Bush Intercontinental/Houston"
2178,12267,"In Amenas, Algeria: In Amenas Airport"
2179,12268,"Kiana, AK: Bob Baker Memorial"
2180,12269,"Yaroslavl, Russia: Yaroslavl Airport"
2181,12270,"Iasi, Romania: Iasi International"
2182,12271,"Ibadan, Nigeria: Ibadan Airport"
2183,12272,"Ibague, Colombia: Perales"
2184,12273,"Itambacuri, Brazil: Itambacuri Airport"
2185,12274,"Ibiza, Spain: Ibiza Airport"
2186,12275,"Cicia, Fiji: Cicia Airport"
2187,12276,"Nieuw Nickerie, Suriname: Nieuw"
2188,12277,"Seoul, South Korea: Incheon International"
2189,12278,"Wichita, KS: Wichita Dwight D Eisenhower National"
2190,12279,"Icy Bay, AK: Icy Bay Airport"
2191,12280,"Idaho Falls, ID: Idaho Falls Regional"
2192,12281,"Indiana, PA: Indiana County"
2193,12282,"Santa Isabel Do Morro, Brazil: Santa Isabel Do Morro Airport"
2194,12283,"Independence, KS: Independence Municipal"
2195,12284,"Indore, India: Indore Airport"
2196,12285,"Baldonnel, Ireland: Casement"
2197,12286,"Zielona Gora, Poland: Babimost"
2198,12287,"Kiev, Ukraine: Zhuliany International"
2199,12288,"Isafjordur, Iceland: Isafjordur Airport"
2200,12289,"Innisfail, Australia: Innisfail Airport"
2201,12290,"Isfahan, Iran: Shahid Beheshti International"
2202,12291,"Ivano-Frankovska, Ukraine: Ivano - Frankovska International"
